"Discount","Customer ID","Ship Mode","Customer Segment","Product Category","Product Name","Region","Order Date","Ship Date","Order ID","Profit","Quantity ordered new","Sales"
0.08,"1776","3","1","2","Xerox 1978","1",42039,42040,"89941",-53.898,19,106.57
0.07,"1777","3","1","2","Wirebound Message Book, 4 per Page","1",42116,42120,"89939",26.5029,7,38.41
0.02,"1777","3","1","2","Riverleaf Stik-Withit® Designer Note Cubes®","1",42007,42012,"89940",90.6246,13,131.34
0.03,"1777","3","2","1","Telescoping Adjustable Floor Lamp","1",42096,42097,"89942",-20.8764,12,251.61
0.06,"1778","3","1","3","Sharp EL500L Fraction Calculator","1",42134,42136,"89943",6.48324,21,287.99
0.06,"1778","3","1","2","White GlueTop Scratch Pads","1",42134,42134,"89943",2.332,3,46.86
0,"1781","3","2","2","Xerox 194","4",42167,42169,"89857",411.5172,11,658.62
0.03,"1781","3","3","1","Master Caster Door Stop, Brown","4",42011,42016,"89858",15.1524,4,21.96
0.03,"1782","3","3","2","Newell 342","4",42010,42012,"89856",-90.7556,7,24.57
0.04,"1788","3","1","3","TimeportP7382","3",42025,42026,"88256",411.5172,6,1008.53
0.04,"1793","1","3","1","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","1",42010,42011,"87853",-381.8412,8,1913.84
0.04,"1802","3","2","2","*Staples* vLetter Openers, 2/Pack","3",42156,42157,"91543",300.9258,11,41.29
0.01,"1808","2","3","3","Imation Neon Mac Format Diskettes, 10/Pack","2",42080,42081,"89251",-40.76,10,88.64
0.09,"1814","2","3","3","Micro Innovations Media Access Pro Keyboard","3",42147,42149,"90524",-381.8412,17,1300.54
0,"1814","3","3","2","Newell 340","3",42147,42149,"90524",-141.666,13,38.06
0.06,"1815","1","3","3","Lexmark Z54se Color Inkjet Printer","3",42046,42047,"90525",47.334,14,1263.35
0.01,"1816","3","1","2","Staples Battery-Operated Desktop Pencil Sharpener","1",42040,42042,"85990",60.5616,19,202.38
0.06,"1818","3","1","3","Canon P1-DHIII Palm Printing Calculator","1",42109,42111,"85991",-47.243088,3,56.38
0.1,"1818","2","1","2","Xerox 1896","1",42109,42112,"85991",9.154,12,119.13
0.01,"1821","3","1","2","Staples Battery-Operated Desktop Pencil Sharpener","2",42040,42042,"34435",40.92,76,809.51
0.07,"1821","3","1","1","3M Polarizing Light Filter Sleeves","2",42109,42110,"47108",149.72,34,643.64
0.06,"1821","3","1","3","Canon P1-DHIII Palm Printing Calculator","2",42109,42111,"47108",-52.49232,13,244.31
0.1,"1821","2","1","2","Xerox 1896","2",42109,42112,"47108",7.96,47,466.58
0.08,"1821","2","1","3","2180","2",42109,42110,"47108",-381.8412,16,1913.84
0.1,"1826","2","2","2","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","1",42112,42113,"86958",-381.8412,7,337.59
0,"1826","3","2","2","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","1",42136,42138,"86959",-7.61,1,10.65
0,"1827","3","2","2","Newell 315","1",42054,42055,"86956",38.0397,9,55.13
0.07,"1827","1","2","1","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","1",42112,42115,"86958",-381.8412,2,215.32
0.03,"1827","3","2","3","Accessory34","1",42112,42114,"86958",264.1665,5,382.85
0.02,"1828","3","2","2","Xerox 1983","1",42054,42055,"86956",-47.12,7,44.8
0.05,"1828","3","2","2","Wilson Jones Hanging View Binder, White, 1""","1",42010,42010,"86960",-101.246,14,100.99
0.04,"1828","3","2","3","Fellowes Basic 104-Key Keyboard, Platinum","1",42010,42015,"86960",-1.88,7,142.06
0.01,"1829","2","2","1","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","1",42088,42090,"86957",-11.69,5,58.52
0.05,"1829","3","2","2","Ibico Recycled Linen-Style Covers","1",42010,42017,"86960",250.9806,9,363.74
0.04,"1829","3","2","2","Self-Adhesive Ring Binder Labels","1",42010,42019,"86960",-57.753,4,15.93
0.02,"1829","3","2","2","Tenex File Box, Personal Filing Tote with Lid, Black","1",42010,42017,"86960",-47.97,1,21.28
0.01,"1836","2","2","3","CF 688","4",42113,42114,"86600",-219.07908,5,675.83
0.01,"1837","3","2","2","Xerox 1983","4",42113,42115,"86600",-18.8784,4,28
0.07,"1840","3","3","2","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","2",42093,42095,"86599",369.2052,13,535.08
0.09,"1849","3","1","3","Accessory35","3",42095,42097,"89697",19.35,8,222.71
0.01,"1849","3","1","3","i2000","3",42095,42096,"89697",-381.8412,2,220.52
0.06,"1852","2","3","2","Xerox 23","4",42082,42084,"86847",-28.45,10,68.34
0.02,"1854","3","3","3","Fellowes 17-key keypad for PS/2 interface","2",42082,42085,"86847",72.78,16,522.22
0.09,"1860","3","3","2","Avery Hanging File Binders","2",42170,42172,"86846",13.2294,5,28.01
0.08,"1869","3","1","1","6"" Cubicle Wall Clock, Black","4",42127,42128,"89209",-88.82,10,80.35
0.03,"1873","3","2","2","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes","3",42021,42023,"90099",15.354,1,99.69
0.06,"1873","3","2","2","Xerox 1991","3",42021,42021,"90099",-357.924,7,152.49
0.09,"1875","3","1","3","T60","3",42033,42035,"90899",34.302,4,320.75
0.09,"1882","3","3","2","Xerox 1978","2",42064,42066,"87378",-7.96,1,11.35
0.05,"1885","1","3","3","Epson LQ-870 Dot Matrix Printer","2",42064,42066,"87378",411.5172,15,1913.84
0.09,"1889","3","3","2","Space Solutions™ Industrial Galvanized Steel Shelving.","2",42111,42115,"90631",-381.8412,14,1059.38
0.03,"1891","1","3","1","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","2",42099,42101,"90630",411.5172,7,1913.84
0.03,"1893","1","1","1","Global Ergonomic Managers Chair","1",42120,42124,"91262",411.5172,5,928.92
0,"1894","1","3","1","Global Leather and Oak Executive Chair, Black","1",42059,42060,"91261",411.5172,12,1913.84
0.09,"1894","3","3","2","Newell 343","1",42059,42061,"91261",-1.84,1,3.77
0.01,"1894","3","1","2","Quality Park Security Envelopes","1",42081,42082,"91263",237.0426,13,343.54
0.07,"1906","3","2","2","Ibico EB-19 Dual Function Manual Binding System","2",42141,42141,"86500",411.5172,22,1913.84
0.09,"1907","3","2","2","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","2",42141,42150,"86500",0.688,1,8.34
0.02,"1910","3","3","2","Binding Machine Supplies","3",42005,42006,"91371",36.906,2,63.32
0.03,"1916","3","3","3","TI 30X Scientific Calculator","3",42062,42063,"85893",-216.0298,7,83.72
0.01,"1916","3","3","3","SC7868i","3",42110,42112,"85895",-45.472,9,1011.44
0.08,"1917","3","3","1","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","3",42090,42091,"85894",16.1364,7,132.23
0.08,"1917","3","3","1","Executive Impressions 14"" Contract Wall Clock","3",42064,42066,"85897",-29.61,10,210.33
0.1,"1918","2","3","2","Avery® 3 1/2"" Diskette Storage Pages, 10/Pack","3",42098,42105,"85898",125.724,17,168.04
0,"1919","3","3","3","T28 WORLD","3",42059,42060,"85896",114.882,5,882.93
0.02,"1927","1","3","1","Bevis Round Bullnose 29"" High Table Top","3",42041,42041,"88579",-14.448,8,1757.15
0.1,"1928","3","3","2","Ibico EPK-21 Electric Binding System","3",42025,42025,"88580",-42.546,1,1786.04
0.06,"1933","3","2","2","OIC Colored Binder Clips, Assorted Sizes","1",42113,42117,"86687",14,10,34.76
0.04,"1934","1","3","1","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","1",42154,42154,"86688",52.9880000000001,3,561.65
0.01,"1935","2","2","2","Belkin F9M820V08 8 Outlet Surge","1",42102,42104,"86686",285.4737,9,413.73
0.06,"1935","3","3","2","Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","1",42154,42160,"86688",10.508,2,55.6
0.01,"1935","3","3","1","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","1",42154,42159,"86688",411.5172,19,1913.84
0.05,"1935","2","3","2","Advantus Map Pennant Flags and Round Head Tacks","1",42154,42162,"86688",1.004,23,96.6
0.1,"1938","2","2","3","Adesso Programmable 142-Key Keyboard","1",42085,42086,"88870",-381.8412,4,558.17
0.08,"1940","3","2","2","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","4",42085,42087,"88870",-29.49,1,8.39
0,"1940","3","2","2","Honeywell Quietcare HEPA Air Cleaner","4",42113,42120,"88871",386.0067,7,559.43
0.08,"1940","1","2","1","Global High-Back Leather Tilter, Burgundy","4",42113,42118,"88871",-381.8412,10,1216.52
0.08,"1946","3","1","1","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","2",42030,42032,"86331",-381.8412,12,1058.36
0.07,"1946","3","1","2","Xerox 1947","2",42030,42032,"86331",-37.1752,3,18.31
0.05,"1949","1","4","1","Bush Advantage Collection® Racetrack Conference Table","4",42036,42040,"90415",-213.4028,12,1913.84
0.01,"1950","3","4","2","Xerox 1986","4",42010,42012,"90414",-15.48,7,51.03
0.09,"1956","3","1","3","Targus USB Numeric Keypad","4",42174,42176,"89820",-50.245,19,746.91
0.09,"1957","3","1","3","Micro Innovations Media Access Pro Keyboard","1",42101,42103,"89818",-381.8412,1,77.47
0.09,"1958","2","1","3","Belkin ErgoBoard™ Keyboard","4",42173,42177,"89819",-55.97,7,204.34
0,"1959","3","2","1","Career Cubicle Clock, 8 1/4"", Black","3",42026,42026,"28225",-66.2473,9,206.04
0.02,"1959","3","3","2","Hammermill Color Copier Paper (28Lb. and 96 Bright)","3",42112,42121,"26342",-171.1577,43,475.42
0.02,"1959","3","3","2","Xerox 1937","3",42112,42117,"26342",411.5172,74,1913.84
0.04,"1959","3","3","2","Xerox 1986","3",42112,42119,"26342",-14.3241,5,41.22
0.02,"1962","3","3","2","Xerox 1937","1",42112,42117,"88857",411.5172,18,875.39
0.04,"1962","3","3","2","Xerox 1986","1",42112,42119,"88857",-11.6316,1,8.24
0.01,"1967","2","4","2","Honeywell Quietcare HEPA Air Cleaner","1",42081,42082,"89456",411.5172,8,641.11
0.02,"1971","3","2","2","Peel & Seel® Recycled Catalog Envelopes, Brown","3",42022,42023,"91550",-259.756,3,35.48
0.05,"1972","1","2","1","Global Leather Executive Chair","2",42022,42024,"91550",411.5172,6,1913.84
0.04,"1972","2","2","3","AT&T Black Trimline Phone, Model 210","2",42022,42024,"91550",-83.55306,5,82.8
0.09,"1974","3","1","2","Kensington 6 Outlet Guardian Standard Surge Protector","1",42144,42145,"89040",-16.89,5,99.02
0.06,"1974","3","1","2","#10 White Business Envelopes,4 1/8 x 9 1/2","1",42144,42145,"89040",25.51,3,46.4
0.05,"1976","1","1","1","Hon Metal Bookcases, Putty","1",42014,42015,"89039",-381.8412,8,551.51
0.05,"1976","3","1","2","Newell 309","1",42014,42016,"89039",98.5251,12,142.79
0.06,"1976","3","1","2","Xerox 1893","1",42086,42088,"89041",214.23,14,585.08
0.05,"1979","3","2","3","Accessory39","4",42129,42130,"87757",21.8834,4,72.75
0.1,"1984","3","1","3","Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box","3",42140,42140,"91258",290.202,38,269.33
0.01,"1986","3","3","2","Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black","1",42130,42131,"90888",12.146,23,377
0.05,"1986","2","3","3","Bell Sonecor JB700 Caller ID","1",42130,42132,"90888",5.68700000000001,4,42.99
0.05,"1988","3","3","1","36X48 HARDFLOOR CHAIRMAT","4",42007,42008,"89999",-181.102,3,65.69
0.04,"1989","1","3","1","Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms","4",42025,42026,"90000",411.5172,8,1913.84
0.09,"1989","3","3","2","Southworth 25% Cotton Premium Laser Paper and Envelopes","4",42025,42026,"90000",6.6804,5,93.19
0.01,"1989","3","2","3","Belkin ErgoBoard™ Keyboard","4",42139,42140,"90001",46.29,11,363.37
0.01,"1989","3","2","2","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","4",42139,42142,"90001",177.79,11,480.75
0.1,"1989","3","3","2","Sanford Pocket Accent® Highlighters","4",42124,42124,"90003",-14.9904,11,16.88
0,"1991","3","3","2","Xerox 1938","4",42057,42059,"90002",411.5172,18,925.19
0.1,"1997","3","1","3","5170i","3",42029,42032,"90333",17.652,4,408.66
0.01,"1997","3","1","3","Maxell DVD-RAM Discs","3",42131,42132,"90334",411.5172,7,122.93
0,"1997","3","1","2","GBC Standard Therm-A-Bind Covers","3",42157,42157,"90335",-23.156,1,32.66
0.06,"1998","3","2","2","Grip Seal Envelopes","2",42158,42160,"90568",-10.435,3,14.85
0.06,"2004","3","3","2","Storex DuraTech Recycled Plastic Frosted Binders","4",42111,42113,"91277",-78.91668,10,45
0.04,"2004","3","3","3","Polycom ViewStation™ ISDN Videoconferencing Unit","4",42111,42113,"91277",-381.8412,1,1913.84
0.03,"2006","3","3","2","Xerox 1950","4",42068,42069,"88798",-63.35,15,88.22
0.1,"2016","3","2","2","Staples Battery-Operated Desktop Pencil Sharpener","1",42173,42174,"86874",-8.904,4,40.29
0.07,"2014","3","3","3","80 Minute CD-R Spindle, 100/Pack - Staples","1",42085,42087,"88367",88.72,4,151.27
0,"2014","3","3","2","Avery 493","1",42085,42087,"88367",7.2519,2,10.51
0.06,"2014","3","3","2","Xerox 220","1",42098,42098,"88368",-191.49,12,74.93
0.02,"2020","1","3","1","O'Sullivan Living Dimensions 2-Shelf Bookcases","2",42048,42050,"86933",-381.8412,11,1370.99
0.04,"2030","3","2","3","Canon BP1200DH 12-Digit Bubble Jet Printing Calculator","1",42080,42080,"91059",411.5172,16,1913.84
0,"2030","3","2","3","688","1",42080,42082,"91059",411.5172,16,1913.84
0.03,"2030","3","2","2","Xerox 1908","1",42081,42083,"91060",411.5172,13,762.38
0.1,"2035","3","1","2","Revere Boxed Rubber Bands by Revere","3",42142,42144,"87117",-40.432,20,36.72
0,"2037","3","4","3","Keytronic French Keyboard","4",42075,42077,"89333",-88.61,4,305.71
0.06,"2038","3","4","2","Xerox 1893","2",42115,42115,"89334",109.16,7,277.12
0.09,"2044","3","2","3","Accessory37","3",42179,42186,"88692",-136.122,6,100.11
0.04,"2046","3","2","2","Xerox 199","1",42167,42169,"88219",-27.375,7,31.54
0.06,"2046","1","2","1","Bretford Rectangular Conference Table Tops","1",42167,42169,"88219",-381.8412,13,1913.84
0.06,"2046","1","2","1","Bush Advantage Collection® Racetrack Conference Table","1",42167,42168,"88219",411.5172,17,1913.84
0.06,"2046","3","2","3","T28 WORLD","1",42167,42169,"88219",-277.222,4,632.65
0.03,"2049","3","2","3","Memorex 4.7GB DVD+R, 3/Pack","3",42176,42178,"88220",-266.686,19,290.98
0.09,"2049","3","2","2","Newell 326","3",42176,42179,"88220",-12.278,13,21.77
0.07,"2052","3","3","3","Memorex 4.7GB DVD-RAM, 3/Pack","4",42054,42056,"87234",265.1118,13,384.22
0,"2052","3","3","2","Wausau Papers Astrobrights® Colored Envelopes","4",42054,42055,"87234",9.5608,5,31.64
0.1,"2052","2","3","3","Accessory35","4",42054,42055,"87234",390.0984,19,565.36
0.07,"2058","3","2","2","Xerox 1983","3",42048,42050,"88040",46.65,5,32.76
0.09,"2059","3","2","3","Memorex 4.7GB DVD+RW, 3/Pack","3",42021,42022,"88039",-381.8412,13,336.92
0.1,"2059","3","2","2","Lumber Crayons","3",42090,42091,"88041",374.904,12,114.91
0.04,"2059","3","2","3","Timeport L7089","3",42090,42091,"88041",-381.8412,9,934.52
0.02,"2061","1","2","1","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","1",42033,42035,"87146",-272.7132,1,260.66
0.02,"2062","3","2","2","GBC DocuBind 200 Manual Binding Machine","3",42033,42036,"87146",-162.694,10,1913.84
0.04,"2062","1","2","1","Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs","3",42181,42185,"87148",-115.9039,22,1913.84
0.06,"2063","3","2","3","Gyration Ultra Professional Cordless Optical Suite","3",42132,42132,"87147",-381.8412,1,291.4
0.09,"2066","3","3","2","Iris® 3-Drawer Stacking Bin, Black","3",42089,42090,"85833",-133.546,7,146.5
0.09,"2066","2","3","3","1726 Digital Answering Machine","3",42094,42095,"85834",272.694,2,38.98
0.1,"2066","3","2","2","Storex DuraTech Recycled Plastic Frosted Binders","3",42113,42117,"85835",-61.6,8,34.16
0.1,"2069","3","1","3","Targus USB Numeric Keypad","3",42016,42018,"88554",66.852,3,120.34
0.07,"2070","3","2","3","Accessory41","1",42140,42144,"88558",17.8398,5,153.61
0.03,"2071","3","2","3","Imation 5.2GB DVD-RAM","1",42036,42036,"88555",411.5172,23,1414.88
0.04,"2071","3","2","2","Avery 481","1",42036,42037,"88555",23.2047,11,33.63
0.08,"2071","2","2","3","i500plus","1",42140,42147,"88558",183.843,20,1063.81
0,"2072","3","2","2","Speediset Carbonless Redi-Letter® 7"" x 8 1/2""","1",42036,42038,"88555",167.463,23,242.7
0.09,"2072","1","2","1","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","1",42046,42048,"88556",411.5172,14,1913.84
0.01,"2072","3","2","1","Ultra Door Pull Handle","1",42046,42048,"88556",-15.8184,11,123.93
0.02,"2072","2","2","2","Xerox 1920","1",42046,42048,"88556",-55.8324,14,93.96
0.05,"2073","1","1","1","Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs","1",42101,42103,"88557",411.5172,6,1818.41
0.09,"2081","3","2","2","Binder Clips by OIC","2",42007,42009,"86092",1.68,6,8.95
0.06,"2089","3","2","2","Fellowes Superior 10 Outlet Split Surge Protector","2",42185,42191,"88348",411.5172,17,652.84
0.08,"2089","3","2","3","Hewlett Packard LaserJet 3310 Copier","2",42185,42193,"88348",411.5172,22,1913.84
0.1,"2089","2","2","2","Unpadded Memo Slips","2",42185,42189,"88348",-5.385,5,20.54
0.08,"2094","1","2","1","Bretford CR8500 Series Meeting Room Furniture","4",42040,42041,"86629",411.5172,20,1913.84
0.1,"2097","3","3","3","Gyration Ultra Professional Cordless Optical Suite","3",42112,42113,"87889",138.018,4,1094.33
0.06,"2098","3","3","1","Ultra Commercial Grade Dual Valve Door Closer","3",42112,42114,"87889",38.874,10,389.97
0.07,"2099","3","3","2","Acco 6 Outlet Guardian Premium Surge Suppressor","3",42012,42013,"87888",-45.528,6,84.59
0.05,"2107","1","2","3","Okidata ML320 Series Turbo Dot Matrix Printers","1",42161,42161,"39015",411.5172,24,1913.84
0.07,"2107","3","2","2","Xerox 1994","1",42161,42161,"39015",-28.45,20,134.58
0.07,"2108","3","2","2","Xerox 1994","1",42161,42161,"87862",-14.225,5,33.65
0.08,"2114","3","2","2","Sanford Liquid Accent Highlighters","3",42089,42091,"88403",-381.8412,10,66.12
0.08,"2114","3","2","2","*Staples* Packaging Labels","3",42117,42117,"88404",38.406,1,3.07
0.07,"2114","1","2","1","Hon GuestStacker Chair","3",42061,42062,"88405",53.1144,1,255.83
0.08,"2114","1","2","2","Tennsco Lockers, Gray","3",42061,42063,"88405",8.742,20,421.18
0.02,"2115","1","2","1","Bevis Steel Folding Chairs","3",42123,42125,"88406",411.5172,14,1377.46
0.03,"2117","3","3","1","Hon Pagoda™ Stacking Chairs","1",42114,42116,"90891",411.5172,20,1913.84
0.06,"2117","3","3","3","StarTAC 6500","1",42114,42115,"90891",411.5172,18,1811.99
0.06,"2122","1","1","3","Lexmark Z25 Color Inkjet Printer","3",42036,42038,"89664",-15.1844,10,799.76
0.04,"2124","3","1","3","Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","3",42005,42006,"89665",-61.194,13,609.09
0.03,"2124","1","2","1","Bevis 36 x 72 Conference Tables","3",42089,42090,"89666",18.174,21,1913.84
0.1,"2127","3","3","2","Xerox 1974","1",42081,42083,"88418",-49.53,6,33.95
0.09,"2131","1","3","1","Bush Mission Pointe Library","1",42007,42008,"90079",-381.8412,2,302.34
0.05,"2132","2","3","3","Fellowes Internet Keyboard, Platinum","1",42014,42018,"90078",-191.2576,11,334.44
0.01,"2135","3","3","3","SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","4",42041,42042,"91583",196.52328,21,556.61
0,"2137","3","2","2","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","3",42035,42037,"86002",-343.868,9,64.48
0.05,"2139","1","2","3","Epson DFX-8500 Dot Matrix Printer","1",42110,42111,"86003",-381.8412,2,1913.84
0.01,"2141","3","3","2","Wilson Jones Custom Binder Spines & Labels","4",42053,42054,"87570",-18.4782,3,19.68
0.02,"2141","1","3","3","Sharp 1540cs Digital Laser Copier","4",42053,42055,"87570",-381.8412,18,1913.84
0.03,"2141","2","3","2","Boston 16801 Nautilus™ Battery Pencil Sharpener","4",42053,42054,"87570",12.5504,7,154.11
0.09,"2141","3","3","2","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","4",42053,42055,"87570",45.3324,7,242.97
0.08,"2143","3","3","2","Advantus Rolling Storage Box","3",42168,42171,"87569",33.66,12,200.61
0,"2145","3","2","1","Career Cubicle Clock, 8 1/4"", Black","3",42045,42047,"87072",15.678,11,237.83
0.05,"2146","3","2","2","Tennsco Commercial Shelving","3",42010,42014,"87071",52.776,2,53.02
0.08,"2151","1","2","1","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1",42009,42010,"90404",-162.8244,1,248.84
0.08,"2151","3","2","2","Binder Posts","1",42044,42046,"90405",-6.93082,1,7.21
0.05,"2157","3","3","1","Eldon Cleatmat® Chair Mats for Medium Pile Carpets","1",42079,42079,"90385",-118.54,4,253.87
0.05,"2157","1","3","3","Okidata ML390 Turbo Dot Matrix Printers","1",42079,42088,"90385",411.5172,14,1913.84
0.07,"2157","3","3","1","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","1",42127,42128,"90386",398.3025,19,577.25
0.05,"2157","1","3","3","Panasonic KX-P3200 Dot Matrix Printer","1",42127,42128,"90386",411.5172,14,1913.84
0.07,"2157","1","3","1","Hon 94000 Series Round Tables","1",42127,42129,"90386",80.8092000000001,6,1798.23
0.08,"2159","3","2","2","Xerox 1979","1",42144,42145,"90387",371.272,25,727.2
0.09,"2162","1","2","1","Hon Non-Folding Utility Tables","2",42144,42146,"90387",77.0008954000001,41,1913.84
0.06,"2162","3","2","3","Accessory36","2",42144,42146,"90387",27.9686,33,1553.7
0.01,"2164","3","4","2","Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","4",42013,42014,"88794",-66.77958,3,18.68
0.05,"2164","3","4","2","Newell 337","4",42013,42013,"88794",-144.9188,11,36.3
0.09,"2165","3","4","2","Newell 339","2",42013,42015,"88794",-5.0716,6,16.03
0.08,"2178","3","4","2","Newell 343","2",42031,42033,"89465",-1.18,9,25.35
0,"2183","3","3","2","Binder Clips by OIC","3",42170,42172,"91571",-203.098,12,19.32
0.09,"2187","3","2","2","Brown Kraft Recycled Envelopes","1",42132,42134,"89440",-48.57,5,86.8
0.09,"2189","3","2","2","Brown Kraft Recycled Envelopes","2",42132,42134,"7364",-48.57,22,381.91
0.05,"2190","3","3","2","Stanley Bostitch Contemporary Electric Pencil Sharpeners","1",42049,42051,"41636",-47.28,45,761.67
0.03,"2190","3","3","3","282","1",42049,42051,"41636",411.5172,49,1913.84
0.05,"2193","3","3","2","Stanley Bostitch Contemporary Electric Pencil Sharpeners","3",42049,42051,"90685",-161,11,186.19
0.03,"2193","3","3","3","282","3",42049,42051,"90685",411.5172,12,1227.94
0.03,"2196","3","4","3","Belkin MediaBoard 104- Keyboard","2",42101,42102,"89175",-88.8408,11,294.97
0.1,"2196","3","4","3","Motorola SB4200 Cable Modem","2",42101,42102,"89175",411.5172,14,1913.84
0.1,"2196","3","4","2","Fellowes Strictly Business® Drawer File, Letter/Legal Size","2",42101,42103,"89175",9.9912,19,1913.84
0.08,"2197","3","4","3","Gyration Ultra Cordless Optical Suite","2",42181,42182,"89176",126.225,7,650.25
0,"2197","3","4","1","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","2",42181,42182,"89176",187.7628,19,272.12
0.03,"2198","3","4","2","Boston 1799 Powerhouse™ Electric Pencil Sharpener","2",42146,42149,"89174",295.9065,16,428.85
0.1,"2198","1","4","2","Tennsco Lockers, Gray","2",42146,42146,"89174",-381.8412,16,342.54
0.17,"2201","3","4","1","Tensor Computer Mounted Lamp","1",42088,42090,"86054",-9.13,1,27.96
0.09,"2202","1","3","1","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","1",42035,42035,"86050",357.428,11,1635.38
0.09,"2202","3","3","2","Avery 51","1",42035,42035,"86050",40.3512,10,58.48
0,"2202","3","3","2","Rediform S.O.S. Phone Message Books","1",42035,42042,"86050",27.6345,8,40.05
0.08,"2203","1","3","3","Panasonic KX-P1150 Dot Matrix Printer","1",42039,42039,"86051",411.5172,8,1117.66
0.03,"2203","1","3","3","Okidata ML320 Series Turbo Dot Matrix Printers","1",42008,42010,"86052",-381.8412,2,807
0.07,"2204","1","3","1","Metal Folding Chairs, Beige, 4/Carton","1",42039,42043,"86051",-157.56,5,169.46
0.04,"2204","1","1","1","Hon 94000 Series Round Tables","1",42045,42046,"86053",-87.99804,20,1913.84
0.03,"2206","3","1","3","Memorex 4.7GB DVD+RW, 3/Pack","1",42009,42010,"86258",-35.2904,2,55.25
0.01,"2206","3","1","3","3285","1",42009,42011,"86258",-74.8836,3,551.22
0.06,"2209","3","3","2","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","3",42026,42033,"88030",-98.056,12,83.93
0.08,"2211","2","3","2","Safco Industrial Wire Shelving","2",42005,42007,"88028",-381.8412,2,193.88
0.09,"2212","2","3","3","Canon PC-428 Personal Copier","2",42113,42115,"88029",411.5172,5,990.25
0.07,"2215","3","2","2","Newell 337","2",42178,42178,"90314",-22.176,4,14.76
0.02,"2216","3","2","3","Hayes Optima 56K V.90 Internal Voice Modem","2",42178,42185,"90314",-214.104,3,808.44
0.01,"2216","3","2","2","Xerox 23","2",42178,42180,"90314",-26.936,10,67.41
0.09,"2220","3","1","1","Coloredge Poster Frame","3",42063,42064,"91036",-324.73,4,55.08
0,"2225","1","4","1","Office Star Flex Back Scooter Chair with Aluminum Finish Frame","4",42056,42057,"89970",411.5172,15,1608.11
0.01,"2240","2","2","2","Fellowes Personal Hanging Folder Files, Navy","3",42100,42107,"89102",-313.0218,7,99.75
0,"2250","3","3","1","Eldon® Wave Desk Accessories","2",42107,42114,"86699",-192.5532,22,51.41
0.1,"2254","3","2","2","Avery 48","3",42031,42036,"89278",-381.8412,12,68.72
0.1,"2254","3","2","2","Xerox 1917","3",42122,42124,"89279",156.7434,14,618.96
0.08,"2254","3","2","2","Xerox 1983","3",42122,42122,"89279",110.118,13,77.54
0.07,"2256","2","2","2","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","3",42006,42008,"87963",-42.588,6,361.72
0.07,"2256","1","2","1","Novimex Turbo Task Chair","3",42087,42089,"87964",-222.95,20,1373.47
0.06,"2257","3","2","2","HP Office Paper (20Lb. and 87 Bright)","3",42167,42168,"87965",7.6245,14,91.92
0.01,"2258","2","2","2","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","3",42072,42076,"87962",-381.8412,9,73.29
0.07,"2258","1","2","3","Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer","3",42072,42076,"87962",45.1278,8,1913.84
