,country,serial,firmid,wfinal,phase,cor2_1,date_1,time_1,cor2_2,date_2,time_2,cor2_3,date_3,time_3,cor4,cor5,resp,cor7,cor7_oth,eg_cor8,jo_cor8,ma_cor8,cor9,cor10,cor11,cor12,cor13,cor14,cor15,cor16,fir1,fir1_1,fir2,fir3,fir4,fir5,fir6_a,fir6_b,fir7,fir8_1,fir8_2,eg_fir9,jo_fir9,ma_fir9,fir10,fir11_1,fir11_2,fir12,fir13,fir14,fir15,fir16,fir17,fir18,fir19,fir20,fir21_1,fir21_2,fir22,fir23,fir24,fir25,fir26,eg_fir27,jo_fir27,ma_fir27,eg_fir28,jo_fir28,ma_fir28,eg_fir29,jo_fir29,ma_fir29,eg_fir30,jo_fir30,ma_fir30,eg_fir31,jo_fir31,ma_fir31,eg_fir32,jo_fir32,ma_fir32,fir33,fir34,fir35,fir36,fir37,fir37_oth,fir38_1,fir38_2,fir38_3,fir38_4,eg_fir39,jo_fir39,ma_fir39,eg_fir39_1,jo_fir39_1,ma_fir39_1,fir40,fir41,eg_fir42,jo_fir42,ma_fir42,eg_fir42_1,jo_fir42_1,ma_fir42_1,fir44,fir45
915,Jordan,283,40000000283,1.0749385,First phase 1st script,Did not answer,4/16/2022,1582-10-14 13:26:32,Phone disconnected/ busy,4/17/2022,1582-10-14 13:28:30,Complete,4/20/2022,1582-10-14 15:26:48,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2000,No,No,No,No,,No,1,No,,,,,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,Don't know,,101 or more,40,,0,,,,,No,No
916,Jordan,284,40000000284,1.0749385,First phase 1st script,Phone disconnected/ busy,4/17/2022,1582-10-14 15:13:27,Did not answer,4/20/2022,1582-10-14 15:23:55,Complete,5/28/2022,1582-10-14 15:02:40,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2015,No,No,No,No,,No,3,,0,0,2,1,Male,Secondary Technical/ (general or Azhar), 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"30,000 JOD to less than 150,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"30,000 JOD to less than 150,000 JOD",,No,,Yes,100,"private domestic individuals, companies or organizations",,100,0,0,0,,20000,,,,,101 or more,80,,6000,,,,,No,Yes
917,Jordan,285,40000000285,0.5441898,First phase 1st script,Complete,4/16/2022,1582-10-14 15:41:57,,,,,,,No,6 to 49,General Manager,Health,,,Oman,,Urban,1952,Yes,Yes,Yes,No,,,35,,9,0,0,1,Male,University,25% or less,DK,1992,,DK,,1,DK,1992,Yes,1,Yes,100,Yes,80,Yes,Yes,digital tasks are outsourced,DK,2001,Yes,Not important,0,0,0,,DK,,,Refuse,,,DK,,,Refuse,,,DK,,,Refuse,,No,,Yes,100,"private domestic individuals, companies or organizations",,100,0,0,0,,7000,,,,,6 to 20,100,,350000,,,,,Yes,Yes
918,Jordan,286,40000000286,1.0749385,First phase 1st script,Complete,4/16/2022,1582-10-14 12:56:54,,,,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Erbd,,Urban,2021,No,No,No,No,,No,2,,0,0,0,0,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,7000,,,,,21 to 100,0,,12000,,,,,Yes,Yes
919,Jordan,290,40000000290,1.0749385,First phase 1st script,Phone disconnected/ busy,4/18/2022,1582-10-14 11:12:57,Complete,4/18/2022,1582-10-14 14:43:02,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2007,No,No,No,No,,No,1,No,,,,,Male,Intermediate Institute/ Higher Institute,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,15000,,,,,6 to 20,0,,DK,,,"0 to less than 10,000",,Yes,No
920,Jordan,291,40000000291,1.0749385,First phase 1st script,Phone disconnected/ busy,4/16/2022,1582-10-14 21:30:45,Complete,4/17/2022,1582-10-14 17:39:21,,,,Yes,Less than 6,Owner,Construction or utilities,,,Gersh,,Urban,2019,No,No,No,No,,No,1,No,,,,,Male,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,10000,,,,,6 to 20,0,,DK,,,Refuse,,No,No
921,Jordan,293,40000000293,0.5441898,First phase 1st script,Complete,5/18/2022,1582-10-14 11:46:24,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2021,No,No,Yes,No,,,3,,2,3,0,0,Male,Secondary Technical/ (general or Azhar),25% or less,5,2021,,27,,DK,5,2021,No,,No,,No,0,Yes,No,No,,,Yes,Not important,0,0,0,,DK,,,"0 to less than 15,000 JOD",,,,,,,,,,,,,,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,6 to 20,DK,,DK,,,"0 to less than 10,000",,No,No
922,Jordan,294,40000000294,1.0749385,First phase 1st script,Complete,5/17/2022,1582-10-14 13:37:55,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2019,No,No,No,No,,No,1,No,,,,,Male,Primary/ Preparatory,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,101 or more,DK,,0,,,,,No,No
923,Jordan,301,40000000301,1.0749385,First phase 1st script,Complete,4/19/2022,1582-10-14 16:54:45,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Erbd,,Rural,2017,No,No,No,No,,No,5,,0,3,0,0,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"1,000,000 or more JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,6 to 20,0,,DK,,,"0 to less than 10,000",,No,No
924,Jordan,303,40000000303,1.0749385,First phase 1st script,Did not answer,4/24/2022,1582-10-14 14:20:09,Incomplete and call returned,5/25/2022,1582-10-14 16:25:58,Complete,5/25/2022,1582-10-14 19:54:01,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2010,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"30,000 JOD to less than 150,000 JOD",,,DK,,,Don't know,,,DK,,,Don't know,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,101 or more,0,,0,,,,,Yes,No
925,Jordan,304,40000000304,1.0749385,First phase 1st script,Complete,4/16/2022,1582-10-14 13:29:32,,,,,,,Yes,50 to 199,Other senior manager (HR/CFO),Accomodation and food services,,,Oman,,Urban,2013,No,No,No,No,,No,90,,5,0,0,0,Male,University,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,"150,000 JOD to less than 1,000,000 JOD",,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,80000,,,,,101 or more,80,,100000,,,,,No,No
926,Jordan,310,40000000310,1.0749385,First phase 1st script,Phone disconnected/ busy,4/24/2022,1582-10-14 14:57:09,Complete,5/25/2022,1582-10-14 16:28:06,,,,Yes,Less than 6,Owner,Chemicals & Chemical Products,,,Oman,,Urban,2019,No,No,No,No,,No,3,,0,1,0,2,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,1500,,,,,101 or more,5,,3600,,,,,No,Yes
927,Jordan,311,40000000311,0.5441898,First phase 1st script,Incomplete and call returned,4/19/2022,1582-10-14 13:12:02,Complete,4/19/2022,1582-10-14 14:10:20,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Rural,2021,No,No,No,Yes,No,,2,,0,0,0,1,Male,University,more than 75%,6,2021,,17,,5,6,2021,Yes,2,No,,Yes,50,Yes,No,"Yes, one person",,,Yes,Very important,1,2,0,,5000,,,,,,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,3000,,,,,6 to 20,DK,,DK,,,"0 to less than 10,000",,Yes,Yes
928,Jordan,319,40000000319,0.5441898,First phase 1st script,Did not answer,4/24/2022,1582-10-14 14:30:19,Phone disconnected/ busy,5/25/2022,1582-10-14 16:38:53,Complete,5/26/2022,1582-10-14 12:20:36,Yes,Less than 6,General Manager,Information and communication or IT,,,Oman,,Urban,2017,Yes,Yes,Yes,No,,,1,No,,,,,Female,Above university level,more than 75%,3,2017,,100,,DK,3,2017,No,,No,,No,100,Yes,Yes,No,3,2017,Yes,Very important,0,0,0,,DK,,,"30,000 JOD to less than 150,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"30,000 JOD to less than 150,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,none,,,DK,,,Don't know,,Yes,Yes
929,Jordan,323,40000000323,1.0749385,First phase 1st script,Did not answer,4/24/2022,1582-10-14 13:33:30,Complete,5/25/2022,1582-10-14 17:16:14,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,El Kark,,Urban,1986,No,No,No,No,,No,2,,0,1,0,1,Male,Less than primary,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"15,000 JOD to less than 30,000 JOD",,101 or more,70,,3600,,,,,No,No
930,Jordan,329,40000000329,1.0749385,First phase 1st script,Phone disconnected/ busy,5/18/2022,1582-10-14 09:51:07,Complete,5/19/2022,1582-10-14 10:48:03,,,,Yes,Less than 6,Owner,Construction or utilities,,,Madba,,Rural,2021,No,No,No,No,,No,2,,0,2,0,0,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,800,,,,,6 to 20,DK,,2200,,,,,No,No
931,Jordan,331,40000000331,1.0749385,First phase 1st script,Incomplete and call returned,5/17/2022,1582-10-14 14:06:22,Complete,5/18/2022,1582-10-14 17:33:20,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,1999,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,Refused,,,Refuse,,6 to 20,DK,,Refused,,,Refuse,,No,No
932,Jordan,351,40000000351,1.0749385,First phase 1st script,Complete,4/16/2022,1582-10-14 15:10:45,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Accomodation and food services,,,Balkka,,Rural,2021,No,Yes,No,No,,,5,,0,0,0,0,Male,Above university level,51% to 75%,6,2021,,30,,2,,,Yes,90,No,,Yes,0,No,No,No,,,Yes,Very important,0,0,,,25000,,,,,,,,,,,,,,,,,No,,No,,"private foreign individuals, companies or organizations",,0,100,0,0,,100000,,,,,101 or more,100,,15000,,,,,No,Yes
933,Jordan,361,40000000361,1.0749385,First phase 1st script,Complete,5/17/2022,1582-10-14 15:37:07,,,,,,,Yes,50 to 199,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2006,Yes,No,No,No,,,50,,20,0,0,0,Male,University,more than 75%,DK,2006,,DK,,DK,,,No,,No,,No,90,Yes,No,"Yes, one person",DK,2016,No,,0,0,,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"150,000 JOD to less than 1,000,000 JOD",,6 to 20,DK,,DK,,,"10,000 to less than 50,000",,No,No
934,Jordan,366,40000000366,1.0749385,First phase 1st script,Complete,5/17/2022,1582-10-14 10:37:55,,,,,,,Yes,Less than 6,Owner,Construction or utilities,,,El Kark,,Rural,2020,No,No,No,No,,No,2,,0,0,0,0,Male,Intermediate Institute/ Higher Institute,51% to 75%,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,2000,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,6000,,,,,1 to 5,DK,,1500,,,,,No,No
935,Jordan,369,40000000369,1.0749385,First phase 1st script,Did not answer,4/24/2022,1582-10-14 14:59:47,Phone disconnected/ busy,5/25/2022,1582-10-14 18:16:00,Complete,5/26/2022,1582-10-14 11:46:30,Yes,Less than 6,Owner,Information and communication or IT,,,Oman,,Urban,2005,No,No,No,No,,Yes,3,,1,2,0,1,Male,Above university level,more than 75%,DK,2019,,35,,2,,,No,,No,,Yes,100,No,Yes,digital tasks are outsourced,,,Yes,Important,0,0,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"15,000 JOD to less than 30,000 JOD",,NA,,NA,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,101 or more,0,,10000,,,,,Yes,No
936,Jordan,372,40000000372,0.5441898,First phase 1st script,Did not answer,4/18/2022,1582-10-14 11:07:29,Complete,4/24/2022,1582-10-14 16:48:04,,,,Yes,Less than 6,General Manager,Chemicals & Chemical Products,,,Oman,,Urban,2016,Yes,No,Yes,Yes,No,,3,,3,3,0,0,Female,Primary/ Preparatory,51% to 75%,10,2016,,DK,,2,10,2016,Yes,100,Yes,2,Yes,33,Yes,No,"Yes, one person",3,2022,Yes,Very important,1,1,0,,Refused,,,Refuse,,,DK,,,"0 to less than 15,000 JOD",,,12000,,,,,No,,Yes,10,"private domestic individuals, companies or organizations",,100,0,0,0,,500,,,,,1 to 5,100,,DK,,,Refuse,,Yes,Yes
937,Jordan,383,40000000383,0.5441898,First phase 1st script,Did not answer,4/14/2022,1582-10-14 18:15:38,Did not answer,4/18/2022,1582-10-14 16:25:16,Complete,4/24/2022,1582-10-14 17:41:08,Yes,Less than 6,General Manager,Construction or utilities,,,Maan,,Urban,2018,No,No,Yes,No,,,4,,1,0,3,0,Male,Primary/ Preparatory, 26% to 50%,1,2022,,22,,3,DK,2019,No,,No,,No,25,Yes,Yes,digital tasks are outsourced,,,Yes,Important,2,0,0,,80000,,,,,,25000,,,,,,130000,,,,,No,,Yes,45,"private domestic individuals, companies or organizations",,100,0,0,0,,23000,,,,,6 to 20,75,,72000,,,,,No,Yes
938,Jordan,385,40000000385,1.0749385,First phase 1st script,Complete,4/16/2022,1582-10-14 14:28:16,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,El Zarkaa,,Rural,2019,No,No,No,No,,No,2,,0,1,1,0,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Refuse,,,12000,,,,,,20000,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,7000,,,,,101 or more,0,,3600,,,,,No,No
939,Jordan,387,40000000387,1.0749385,First phase 1st script,Complete,4/24/2022,1582-10-14 15:05:48,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,El Zarkaa,,Urban,2000,No,No,No,No,,No,1,No,,,,,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,500,,,,,101 or more,30,,3600,,,,,No,No
940,Jordan,390,40000000390,1.0749385,First phase 1st script,Incomplete and call returned,4/18/2022,1582-10-14 13:48:39,Complete,4/24/2022,1582-10-14 17:24:28,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Erbd,,Rural,2021,No,No,No,No,,Yes,2,,0,2,0,0,Male,Primary/ Preparatory, 26% to 50%,8,2021,,22,,2,,,No,,No,,No,100,No,Yes,No,,,No,,0,0,,,5000,,,,,,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,500,,,,,21 to 100,DK,,1000,,,,,No,No
941,Jordan,393,40000000393,1.0749385,First phase 1st script,Complete,4/14/2022,1582-10-14 16:41:05,,,,,,,Yes,Less than 6,Other person who can tell you about the business earnings and employees,Retail or Wholesale or Services of Motor Vehicles,,,Agloon,,Urban,2007,No,No,No,No,,No,4,,0,4,3,0,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Don't know,,,Refused,,,"0 to less than 15,000 JOD",,,DK,,,Don't know,,No,,No,,"private domestic individuals, companies or organizations",,50,0,50,0,,DK,,,Don't know,,6 to 20,0,,Refused,,,"0 to less than 10,000",,Yes,Yes
942,Jordan,395,40000000395,0.5441898,First phase 1st script,Complete,4/14/2022,1582-10-14 16:01:59,,,,,,,Yes,6 to 49,General Manager,Industry of Food,,,Oman,,Urban,2019,No,Yes,No,Yes,No,,23,,0,0,23,0,Male,University,25% or less,7,2019,,35,,1,7,2019,Yes,4,No,,No,2,Yes,No,"Yes, one person",,,Yes,Important,0,0,0,,DK,,,Don't know,,,DK,,,Don't know,,,0,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,Refused,,,Don't know,,6 to 20,100,,DK,,,Don't know,,No,No
943,Jordan,396,40000000396,1.0749385,First phase 1st script,Incomplete and call returned,4/16/2022,1582-10-14 16:27:48,Complete,4/18/2022,1582-10-14 17:53:23,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2016,No,No,No,No,,No,32,,0,12,32,6,Male,University, 26% to 50%,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,No,,Yes,10,"private domestic individuals, companies or organizations",,100,0,0,0,,40000,,,,,1 to 5,DK,,54000,,,,,Yes,Yes
944,Jordan,400,40000000400,1.0749385,First phase 1st script,Complete,4/14/2022,1582-10-14 15:20:21,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Erbd,,Urban,2014,No,No,No,No,,No,3,,0,3,3,0,Male,Primary/ Preparatory,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,0,,,,,,Refused,,,Refuse,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,Refused,,,Refuse,,6 to 20,30,,Refused,,,Don't know,,No,No
945,Jordan,406,40000000406,1.0749385,First phase 1st script,Did not answer,4/18/2022,1582-10-14 13:04:34,Incomplete and call returned,4/24/2022,1582-10-14 16:31:21,Complete,5/26/2022,1582-10-14 15:32:20,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Agloon,,Rural,2019,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,1000,,,,,101 or more,DK,,DK,,,"0 to less than 10,000",,No,No
946,Jordan,407,40000000407,1.0749385,First phase 1st script,Complete,4/18/2022,1582-10-14 14:05:33,,,,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Elmafrk,,Urban,2018,No,No,No,No,,No,3,,0,3,0,1,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,,,,,4000,,,,,,28800,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,7000,,,,,21 to 100,0,,3600,,,,,No,No
947,Jordan,408,40000000408,1.0749385,First phase 1st script,Phone disconnected/ busy,4/24/2022,1582-10-14 14:00:04,Complete,5/25/2022,1582-10-14 18:21:18,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2017,No,No,No,No,,No,3,,0,0,3,0,Male,University,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"30,000 JOD to less than 150,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,Don't know,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,2000,,,,,101 or more,DK,,DK,,,"0 to less than 10,000",,No,No
948,Jordan,409,40000000409,1.0749385,First phase 1st script,Incomplete and call returned,4/19/2022,1582-10-14 13:21:25,Incomplete and call returned,5/25/2022,1582-10-14 12:45:09,Complete,5/25/2022,1582-10-14 19:16:05,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,1997,No,No,No,No,,No,3,,0,0,3,0,Male,University,more than 75%,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,Refuse,,,Refused,,,Refuse,,,Refused,,,Refuse,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,60000,,,,,101 or more,0,,15000,,,,,No,No
949,Jordan,411,40000000411,1.0749385,First phase 1st script,Did not answer,4/16/2022,1582-10-14 12:51:28,Did not answer,4/24/2022,1582-10-14 15:45:30,Complete,5/25/2022,1582-10-14 15:36:30,Yes,Less than 6,General Manager,Construction or utilities,,,Oman,,Urban,2019,No,Yes,No,No,,,3,,1,1,0,2,Female,University,more than 75%,6,2019,,25,,5,,,No,,No,,Yes,30,Yes,No,No,,,Yes,Important,0,0,,,60000,,,,,,20000,,,,,,DK,,,"0 to less than 15,000 JOD",,NA,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,10000,,,,,101 or more,100,,DK,,,"0 to less than 10,000",,No,No
950,Jordan,432,40000000432,1.0749385,First phase 1st script,Complete,4/14/2022,1582-10-14 13:26:13,,,,,,,No,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Elmafrk,,Rural,1987,No,No,No,No,,No,4,,0,0,3,0,Male,Above university level,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,5000,,,,,,12000,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,10000,,,,,6 to 20,0,,10800,,,,,No,No
951,Jordan,436,40000000436,1.0749385,First phase 1st script,Complete,4/19/2022,1582-10-14 15:53:39,,,,,,,Yes,6 to 49,Owner,Retail or Wholesale or Services of Motor Vehicles,,,El akba,,Urban,2016,No,No,No,No,,No,8,,0,0,0,0,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,Don't know,,,DK,,,Don't know,,,DK,,,Don't know,,No,,Yes,DK,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"15,000 JOD to less than 30,000 JOD",,21 to 100,DK,,DK,,,"10,000 to less than 50,000",,Yes,Yes
952,Jordan,447,40000000447,1.0749385,First phase 1st script,Incomplete and call returned,5/17/2022,1582-10-14 15:46:45,Complete,5/18/2022,1582-10-14 14:39:13,,,,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,El Zarkaa,,Urban,2021,No,No,No,No,,No,1,No,,,,,Male,Primary/ Preparatory,25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,,,,,,,,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,Refuse,,21 to 100,10,,DK,,,Don't know,,No,No
953,Jordan,448,40000000448,1.0749385,First phase 1st script,Complete,4/24/2022,1582-10-14 14:31:16,,,,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2000,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"15,000 JOD to less than 30,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,No,,"private domestic individuals, companies or organizations",,DK,0,DK,0,,600,,,,,101 or more,DK,,0,,,,,No,No
954,Jordan,454,40000000454,1.0749385,First phase 1st script,Complete,4/16/2022,1582-10-14 16:11:45,,,,,,,Yes,Less than 6,General Manager,Retail or Wholesale or Services of Motor Vehicles,,,Oman,,Urban,2006,No,No,No,No,,No,5,,2,0,5,0,Female,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,20000,,,,,No,,No,,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"0 to less than 15,000 JOD",,1 to 5,DK,,6000,,,,,No,No
955,Jordan,459,40000000459,1.0749385,First phase 1st script,Complete,5/17/2022,1582-10-14 11:26:09,,,,,,,Yes,6 to 49,Other person who can tell you about the business earnings and employees,Education,,,Oman,,Urban,1996,No,No,No,No,,Yes,40,,30,0,0,0,Male,I don't know,more than 75%,DK,1996,,35,,5,,,No,,No,,Yes,50,Yes,No,"Yes, we have an IT department",,,Yes,Very important,1,1,,,DK,,,"15,000 JOD to less than 30,000 JOD",,,DK,,,"15,000 JOD to less than 30,000 JOD",,,DK,,,"30,000 JOD to less than 150,000 JOD",,NA,,NA,,"private domestic individuals, companies or organizations",,DK,DK,DK,DK,,DK,,,"30,000 JOD to less than 150,000 JOD",,21 to 100,100,,30000,,,,,No,Yes
956,Jordan,463,40000000463,1.0749385,First phase 1st script,Did not answer,4/24/2022,1582-10-14 14:05:17,Incomplete and call returned,5/25/2022,1582-10-14 14:45:23,Complete,5/25/2022,1582-10-14 18:57:51,Yes,Less than 6,Owner,Retail or Wholesale or Services of Motor Vehicles,,,Elmafrk,,Urban,2016,No,No,No,No,,No,1,No,,,,,Male,Secondary Technical/ (general or Azhar),25% or less,,,,,,,,,,,,,,,,,,,,,,,,,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,,DK,,,"0 to less than 15,000 JOD",,No,,Yes,60,"private domestic individuals, companies or organizations",,100,0,0,0,,DK,,,"15,000 JOD to less than 30,000 JOD",,101 or more,70,,DK,,,"0 to less than 10,000",,No,No
